年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2026,Bリーグ,レギュラー, 157 ,2026/06/16,21:30:10,IRU,？？？？？,-20.4,3着,,19600,P0001
2026,Bリーグ,レギュラー, 157 ,2026/06/16,21:30:10,La vie en Rose,匕首◆,-41.0,4着,,19000,P0325
2026,Aリーグ,レギュラー, 158 ,2026/06/16,21:33:01,最強位ズ,Hiromu,72.5,1着,第一試合,52500,P0030
2026,Aリーグ,レギュラー, 158 ,2026/06/16,21:33:01,レッドリボン軍,とと,9.1,2着,,29100,P0144
2026,Aリーグ,レギュラー, 158 ,2026/06/16,21:33:01,enjoyすればイイ雀！,Blush,-21.8,3着,,18200,P0019
2026,Aリーグ,レギュラー, 158 ,2026/06/16,21:33:01,武装,とむとむ,-59.8,4着,,200,P0146
2026,Bリーグ,レギュラー, 159 ,2026/06/16,21:34:06,チートイズ,あすてる,75.8,1着,第一試合,55800,P0067
2026,Bリーグ,レギュラー, 159 ,2026/06/16,21:34:06,Team MJ lovers,溝渕智也,20.5,2着,,40500,P0259
2026,Bリーグ,レギュラー, 159 ,2026/06/16,21:34:06,楽しめばイイ雀,小四喜大好き,-36.3,3着,,3700,P0272
2026,Bリーグ,レギュラー, 159 ,2026/06/16,21:34:06,TEAM AJITO,支援紳士,-60.0,4着,,0,P0265
2026,Bリーグ,レギュラー, 160 ,2026/06/16,21:38:47,Brave Revengers,nesre,52.8,1着,第一試合,32800,P0047
2026,Bリーグ,レギュラー, 160 ,2026/06/16,21:38:47,他力本願寺,灰鶴,6.5,2着,,26500,P0239
2026,Bリーグ,レギュラー, 160 ,2026/06/16,21:38:47,さわやかMJ野郎の会,黒太郎@SMY会,-16.1,3着,,23900,P0260
2026,Bリーグ,レギュラー, 160 ,2026/06/16,21:38:47,Vertice,moka,-43.2,4着,,16800,P0042
2026,Aリーグ,レギュラー, 161 ,2026/06/16,21:40:15,MJAC愛好会,ロンリーボーイ,57.0,1着,第一試合,37000,P0224
2026,Aリーグ,レギュラー, 161 ,2026/06/16,21:40:15,ＺＯＯ,サンタマルコ,3.0,2着,,23000,P0110
2026,Aリーグ,レギュラー, 161 ,2026/06/16,21:40:15,SSブルーバーズ,おむ,-19.5,3着,,20500,P0086
2026,Aリーグ,レギュラー, 161 ,2026/06/16,21:40:15,MJ東京,キラ、,-40.5,4着,,19500,P0096
2026,Aリーグ,レギュラー, 162 ,2026/06/16,21:48:59,HIVE,郷 ひろし,55.4,1着,第一試合,35400,P0250
2026,Aリーグ,レギュラー, 162 ,2026/06/16,21:48:59,SILVER WOLVES,松崎真也,15.3,2着,,35300,P0276
2026,Aリーグ,レギュラー, 162 ,2026/06/16,21:48:59,電光石火,魔王,-14.5,3着,,25500,P0312
2026,Aリーグ,レギュラー, 162 ,2026/06/16,21:48:59,たちこまーず,ミズゴロウ♂,-56.2,4着,,3800,P0193
2026,Aリーグ,レギュラー, 163 ,2026/06/16,22:30:57,SILVER WOLVES,田口淳之介,58.1,1着,第二試合,38100,P0269
2026,Aリーグ,レギュラー, 163 ,2026/06/16,22:30:57,HIVE,最後のZ戦士達,12.9,2着,,32900,P0261
2026,Aリーグ,レギュラー, 163 ,2026/06/16,22:30:57,電光石火,どっち？弾平,-19.5,3着,,20500,P0143
2026,Aリーグ,レギュラー, 163 ,2026/06/16,22:30:57,たちこまーず,シクラメン富男,-51.5,4着,,8500,P0113
2026,Bリーグ,レギュラー, 164 ,2026/06/16,22:34:10,Team MJ lovers,溝渕智也,62.7,1着,第二試合,42700,P0259
2026,Bリーグ,レギュラー, 164 ,2026/06/16,22:34:10,楽しめばイイ雀,七対子大好き,5.2,2着,,25200,P0267
2026,Bリーグ,レギュラー, 164 ,2026/06/16,22:34:10,TEAM AJITO,chemi,-16.9,3着,,23100,P0022
2026,Bリーグ,レギュラー, 164 ,2026/06/16,22:34:10,チートイズ,しげぞー,-51.0,4着,,9000,P0114
2026,Aリーグ,レギュラー, 165 ,2026/06/16,22:34:16,ＺＯＯ,Bu Ki Chi,85.4,1着,第二試合,65400,P0020
2026,Aリーグ,レギュラー, 165 ,2026/06/16,22:34:16,SSブルーバーズ,Hara,1.7,2着,,21700,P0029
2026,Aリーグ,レギュラー, 165 ,2026/06/16,22:34:16,MJAC愛好会,おかぴー,-28.7,3着,,11300,P0079
2026,Aリーグ,レギュラー, 165 ,2026/06/16,22:34:16,MJ東京,えんがわ,-58.4,4着,,1600,P0078
2026,Aリーグ,レギュラー, 166 ,2026/06/16,22:39:55,enjoyすればイイ雀！,べびたん,60.1,1着,第二試合,40100,P0173
2026,Aリーグ,レギュラー, 166 ,2026/06/16,22:39:55,武装,しんじゃうツモ,11.6,2着,,31600,P0119
2026,Aリーグ,レギュラー, 166 ,2026/06/16,22:39:55,最強位ズ,ダイゴ＠LA,-23.2,3着,,16800,P0130
2026,Aリーグ,レギュラー, 166 ,2026/06/16,22:39:55,レッドリボン軍,レッド総帥,-48.5,4着,,11500,P0221
2026,Bリーグ,レギュラー, 167 ,2026/06/16,22:41:38,教室生☆KSC,元教室生タク,74.3,1着,第一試合,54300,P0255
2026,Bリーグ,レギュラー, 167 ,2026/06/16,22:41:38,IRU,shige,26.2,2着,,46200,P0056
2026,Bリーグ,レギュラー, 167 ,2026/06/16,22:41:38,おたまーず,おたま♪,-40.1,3着,,-100,P0084
2026,Bリーグ,レギュラー, 167 ,2026/06/16,22:41:38,La vie en Rose,なほみん,-60.4,3着,,-20400,P0153
2026,Bリーグ,レギュラー, 168 ,2026/06/16,22:43:17,他力本願寺,とり,73.0,1着,第二試合,53000,P0148
2026,Bリーグ,レギュラー, 168 ,2026/06/16,22:43:17,Brave Revengers,ペン,28.8,2着,,48800,P0175
2026,Bリーグ,レギュラー, 168 ,2026/06/16,22:43:17,Vertice,しょう&るな,-36.6,3着,,3400,P0117
2026,Bリーグ,レギュラー, 168 ,2026/06/16,22:43:17,さわやかMJ野郎の会,だてまきたまご,-65.2,4着,,-5200,P0135
2026,Bリーグ,レギュラー, 169 ,2026/06/18,21:22:31,おたまーず,鰤トニー,67.6,1着,第一試合,47600,P0326
2026,Bリーグ,レギュラー, 169 ,2026/06/18,21:22:31,Brave Revengers,サブ垢先輩,10.9,2着,,30900,P0109
2026,Bリーグ,レギュラー, 169 ,2026/06/18,21:22:31,チートイズ,公務員麻雀M,-20.4,3着,,19600,P0258
2026,Bリーグ,レギュラー, 169 ,2026/06/18,21:22:31,TEAM AJITO,ヤス,-58.1,4着,,1900,P0199
2026,Aリーグ,レギュラー, 170 ,2026/06/18,21:37:03,最強位ズ,リョータ,70.9,1着,第一試合,50900,P0217
2026,Aリーグ,レギュラー, 170 ,2026/06/18,21:37:03,SILVER WOLVES,橋本るり子,6.5,2着,,26500,P0249
2026,Aリーグ,レギュラー, 170 ,2026/06/18,21:37:03,ＺＯＯ,すー,-21.0,3着,,19000,P0121
2026,Aリーグ,レギュラー, 170 ,2026/06/18,21:37:03,enjoyすればイイ雀！,かに,-56.4,4着,,3600,P0091
2026,Bリーグ,レギュラー, 171 ,2026/06/18,21:39:00,教室生☆KSC,Anmi,77.8,1着,第一試合,57800,P0016
2026,Bリーグ,レギュラー, 171 ,2026/06/18,21:39:00,La vie en Rose,まんまる,10.0,2着,,30000,P0190
2026,Bリーグ,レギュラー, 171 ,2026/06/18,21:39:00,さわやかMJ野郎の会,黙示録@SMY会,-28.1,3着,,11900,P0316
2026,Bリーグ,レギュラー, 171 ,2026/06/18,21:39:00,楽しめばイイ雀,わたちゃん,-59.7,4着,,300,P0226
2026,Bリーグ,レギュラー, 172 ,2026/06/18,21:40:01,Team MJ lovers,喜多剛士@μ,54.2,1着,第一試合,34200,P0241
2026,Bリーグ,レギュラー, 172 ,2026/06/18,21:40:01,他力本願寺,YOU太郎,7.6,2着,,27600,P0064
2026,Bリーグ,レギュラー, 172 ,2026/06/18,21:40:01,IRU,aoking,-18.4,3着,,21600,P0017
2026,Bリーグ,レギュラー, 172 ,2026/06/18,21:40:01,Vertice,moka,-43.4,4着,,16600,P0042
2026,Aリーグ,レギュラー, 173 ,2026/06/18,21:42:46,MJ東京,葛餅,63.6,1着,第一試合,43600,P0240
2026,Aリーグ,レギュラー, 173 ,2026/06/18,21:42:46,SSブルーバーズ,サヴェ松田,12.5,2着,,32500,P0107
2026,Aリーグ,レギュラー, 173 ,2026/06/18,21:42:46,レッドリボン軍,梁瀬健太郎,-19.6,3着,,20400,P0063
2026,Aリーグ,レギュラー, 173 ,2026/06/18,21:42:46,HIVE,郷 ひろし,-56.5,4着,,3500,P0250
2026,Aリーグ,レギュラー, 174 ,2026/06/18,21:48:43,武装,赤哲,51.0,1着,第一試合,31000,P0288
2026,Aリーグ,レギュラー, 174 ,2026/06/18,21:48:43,MJAC愛好会,湾奥アングラー,8.7,2着,,28700,P0323
2026,Aリーグ,レギュラー, 174 ,2026/06/18,21:48:43,電光石火,ひろとだポン,-13.0,3着,,27000,P0163
2026,Aリーグ,レギュラー, 174 ,2026/06/18,21:48:43,たちこまーず,JILL,-46.7,4着,,13300,P0033
2026,Aリーグ,レギュラー, 175 ,2026/06/18,22:33:03,enjoyすればイイ雀！,銀河,63.2,1着,第二試合,43200,P0253
2026,Aリーグ,レギュラー, 175 ,2026/06/18,22:33:03,最強位ズ,ブ茶ラティ,8.0,2着,,28000,P0171
2026,Aリーグ,レギュラー, 175 ,2026/06/18,22:33:03,SILVER WOLVES,上野あいみ,-12.6,3着,,27400,P0279
2026,Aリーグ,レギュラー, 175 ,2026/06/18,22:33:03,ＺＯＯ,ご飯にバター,-58.6,4着,,1400,P0106
2026,Bリーグ,レギュラー, 176 ,2026/06/18,22:34:59,Brave Revengers,仇森龍,66.3,1着,第二試合,46300,P0245
2026,Bリーグ,レギュラー, 176 ,2026/06/18,22:34:59,TEAM AJITO,TOM,5.6,2着,,25600,P0057
2026,Bリーグ,レギュラー, 176 ,2026/06/18,22:34:59,チートイズ,じんぱぱ,-19.6,3着,,20400,P0120
2026,Bリーグ,レギュラー, 176 ,2026/06/18,22:34:59,おたまーず,羽田暁音,-52.3,4着,,7700,P0232
2026,Bリーグ,レギュラー, 177 ,2026/06/18,22:37:12,La vie en Rose,ふとふと,63.5,1着,第二試合,43500,P0167
2026,Bリーグ,レギュラー, 177 ,2026/06/18,22:37:12,教室生☆KSC,Anmi,23.2,2着,,43200,P0016
2026,Bリーグ,レギュラー, 177 ,2026/06/18,22:37:12,楽しめばイイ雀,ゆうやなのだ,-14.9,3着,,25100,P0205
2026,Bリーグ,レギュラー, 177 ,2026/06/18,22:37:12,さわやかMJ野郎の会,黒太郎@SMY会,-71.8,4着,,-11800,P0260
2026,Aリーグ,レギュラー, 178 ,2026/06/18,22:37:41,電光石火,けっけ,63.0,1着,第二試合,43000,P0102
2026,Aリーグ,レギュラー, 178 ,2026/06/18,22:37:41,たちこまーず,はち,7.6,2着,,27600,P0157
2026,Aリーグ,レギュラー, 178 ,2026/06/18,22:37:41,武装,フィクション,-15.1,3着,,24900,P0165
2026,Aリーグ,レギュラー, 178 ,2026/06/18,22:37:41,MJAC愛好会,打撃系ヤルカツ,-55.5,4着,,4500,P0295
2026,Aリーグ,レギュラー, 179 ,2026/06/18,22:39:36,SSブルーバーズ,鈴木正道,68.3,1着,第二試合,48300,P0004
2026,Aリーグ,レギュラー, 179 ,2026/06/18,22:39:36,HIVE,せいたろう,26.5,2着,,46500,P0122
2026,Aリーグ,レギュラー, 179 ,2026/06/18,22:39:36,MJ東京,葛餅,-32.7,3着,,7300,P0240
2026,Aリーグ,レギュラー, 179 ,2026/06/18,22:39:36,レッドリボン軍,ベヘリット,-62.1,4着,,-2100,P0174
2026,Bリーグ,レギュラー, 180 ,2026/06/18,22:51:37,他力本願寺,まんまるきや,72.7,1着,第二試合,52700,P0191
2026,Bリーグ,レギュラー, 180 ,2026/06/18,22:51:37,IRU,蒼,2.4,2着,,22400,P0293
2026,Bリーグ,レギュラー, 180 ,2026/06/18,22:51:37,Vertice,みーやん19,-24.3,3着,,15700,P0192
2026,Bリーグ,レギュラー, 180 ,2026/06/18,22:51:37,Team MJ lovers,ゆっしー@,-50.8,4着,,9200,P0207
2026,Bリーグ,レギュラー, 181 ,2026/06/19,21:31:52,Brave Revengers,りきまーる,54.0,1着,第一試合,34000,P0214
2026,Bリーグ,レギュラー, 181 ,2026/06/19,21:31:52,さわやかMJ野郎の会,Blue-K18,6.8,2着,,26800,P0018
2026,Bリーグ,レギュラー, 181 ,2026/06/19,21:31:52,Vertice,ゆうー,-13.3,3着,,26700,P0203
2026,Bリーグ,レギュラー, 181 ,2026/06/19,21:31:52,La vie en Rose,まんまる,-47.5,4着,,12500,P0190
2026,Aリーグ,レギュラー, 182 ,2026/06/19,21:33:05,ＺＯＯ,サンタマルコ,62.5,1着,第一試合,42500,P0110
2026,Aリーグ,レギュラー, 182 ,2026/06/19,21:33:05,電光石火,ひろとだポン,1.0,2着,,21000,P0163
2026,Aリーグ,レギュラー, 182 ,2026/06/19,21:33:05,レッドリボン軍,とと,-20.1,3着,,19900,P0144
2026,Aリーグ,レギュラー, 182 ,2026/06/19,21:33:05,MJAC愛好会,ロッキンポ,-43.4,4着,,16600,P0223
2026,Bリーグ,レギュラー, 183 ,2026/06/19,21:33:32,チートイズ,しげぞー,64.9,1着,第一試合,44900,P0114
2026,Bリーグ,レギュラー, 183 ,2026/06/19,21:33:32,IRU,shige,5.6,2着,,25600,P0056
2026,Bリーグ,レギュラー, 183 ,2026/06/19,21:33:32,TEAM AJITO,神田大行,-22.1,3着,,17900,P0282
2026,Bリーグ,レギュラー, 183 ,2026/06/19,21:33:32,教室生☆KSC,w-baby,-48.4,4着,,11600,P0060
2026,Bリーグ,レギュラー, 184 ,2026/06/19,21:40:14,他力本願寺,YOU太郎,61.1,1着,第一試合,41100,P0064
2026,Bリーグ,レギュラー, 184 ,2026/06/19,21:40:14,Team MJ lovers,小林宏康,11.9,2着,,31900,P0275
2026,Bリーグ,レギュラー, 184 ,2026/06/19,21:40:14,楽しめばイイ雀,七対子大好き,-11.4,3着,,28600,P0267
2026,Bリーグ,レギュラー, 184 ,2026/06/19,21:40:14,おたまーず,鰤トニー,-61.6,4着,,-1600,P0326
2026,Aリーグ,レギュラー, 185 ,2026/06/19,21:42:33,SILVER WOLVES,阿賀寿直,65.1,1着,第一試合,45100,P0228
2026,Aリーグ,レギュラー, 185 ,2026/06/19,21:42:33,たちこまーず,坊や哲,19.6,2着,,39600,P0310
2026,Aリーグ,レギュラー, 185 ,2026/06/19,21:42:33,HIVE,ぽこぽこぽこり,-7.3,3着,,32700,P0179
2026,Aリーグ,レギュラー, 185 ,2026/06/19,21:42:33,最強位ズ,ねこます,-77.4,4着,,-17400,P0155
2026,Aリーグ,レギュラー, 186 ,2026/06/19,22:00:52,MJ東京,aimoni,74.3,1着,第一試合,54300,P0015
2026,Aリーグ,レギュラー, 186 ,2026/06/19,22:00:52,武装,年賀状,14.7,2着,,34700,P0307
2026,Aリーグ,レギュラー, 186 ,2026/06/19,22:00:52,SSブルーバーズ,サヴェ松田,-25.1,3着,,14900,P0107
2026,Aリーグ,レギュラー, 186 ,2026/06/19,22:00:52,enjoyすればイイ雀！,みや,-63.9,4着,,-3900,P0195
2026,Bリーグ,レギュラー, 187 ,2026/06/19,22:24:08,おたまーず,くれば,78.1,1着,第二試合,58100,P0101
2026,Bリーグ,レギュラー, 187 ,2026/06/19,22:24:08,楽しめばイイ雀,小四喜大好き,18.8,2着,,38800,P0272
2026,Bリーグ,レギュラー, 187 ,2026/06/19,22:24:08,Team MJ lovers,μゆぅちゃん,-32.9,3着,,7100,P0327
2026,Bリーグ,レギュラー, 187 ,2026/06/19,22:24:08,他力本願寺,灰鶴,-64.0,4着,,-4000,P0239
2026,Bリーグ,レギュラー, 188 ,2026/06/19,22:27:22,TEAM AJITO,神田大行,61.3,1着,第二試合,41300,P0282
2026,Bリーグ,レギュラー, 188 ,2026/06/19,22:27:22,教室生☆KSC,Anmi,3.1,2着,,23100,P0016
2026,Bリーグ,レギュラー, 188 ,2026/06/19,22:27:22,チートイズ,014のりたま,-20.4,3着,,19600,P0011
2026,Bリーグ,レギュラー, 188 ,2026/06/19,22:27:22,IRU,uki,-44.0,4着,,16000,P0059
2026,Aリーグ,レギュラー, 189 ,2026/06/19,22:31:16,MJ東京,キレそう,54.3,1着,第二試合,34300,P0097
2026,Aリーグ,レギュラー, 189 ,2026/06/19,22:31:16,武装,ゆんゆん,9.0,2着,,29000,P0210
2026,Aリーグ,レギュラー, 189 ,2026/06/19,22:31:16,enjoyすればイイ雀！,せなmam@,-18.6,3着,,21400,P0124
2026,Aリーグ,レギュラー, 189 ,2026/06/19,22:31:16,SSブルーバーズ,きめっち,-44.7,4着,,15300,P0095
2026,Aリーグ,レギュラー, 190 ,2026/06/19,22:32:59,電光石火,EmperorTime,52.9,1着,第二試合,32900,P0024
2026,Aリーグ,レギュラー, 190 ,2026/06/19,22:32:59,ＺＯＯ,Bu Ki Chi,12.4,2着,,32400,P0020
2026,Aリーグ,レギュラー, 190 ,2026/06/19,22:32:59,レッドリボン軍,くまさぶろー,-21.3,3着,,18700,P0100
2026,Aリーグ,レギュラー, 190 ,2026/06/19,22:32:59,MJAC愛好会,冬のミルク,-44.0,4着,,16000,P0304
2026,Aリーグ,レギュラー, 191 ,2026/06/19,22:36:57,最強位ズ,ｒｒｒｒｒｒ,57.3,1着,第二試合,37300,P0053
2026,Aリーグ,レギュラー, 191 ,2026/06/19,22:36:57,SILVER WOLVES,石川安牌,16.2,2着,,36200,P0284
2026,Aリーグ,レギュラー, 191 ,2026/06/19,22:36:57,HIVE,ぽこぽこぽこり,-26.2,3着,,13800,P0179
2026,Aリーグ,レギュラー, 191 ,2026/06/19,22:36:57,たちこまーず,おしゃる,-47.3,4着,,12700,P0082
2026,Bリーグ,レギュラー, 192 ,2026/06/19,22:44:47,Brave Revengers,りきまーる,70.5,1着,第二試合,50500,P0214
2026,Bリーグ,レギュラー, 192 ,2026/06/19,22:44:47,Vertice,ゆうー,18.8,2着,,38800,P0203
2026,Bリーグ,レギュラー, 192 ,2026/06/19,22:44:47,La vie en Rose,ふとふと,-26.8,3着,,13200,P0167
2026,Bリーグ,レギュラー, 192 ,2026/06/19,22:44:47,さわやかMJ野郎の会,ソニア@SMY会,-62.5,4着,,-2500,P0127
2026,Aリーグ,レギュラー, 193 ,2026/06/22,21:25:33,電光石火,魔王,52.1,1着,第一試合,32100,P0312
2026,Aリーグ,レギュラー, 193 ,2026/06/22,21:25:33,ＺＯＯ,ご飯にバター,5.0,2着,,25000,P0106
2026,Aリーグ,レギュラー, 193 ,2026/06/22,21:25:33,HIVE,ぼうや@HIVE,-16.8,3着,,23200,P0177
2026,Aリーグ,レギュラー, 193 ,2026/06/22,21:25:33,enjoyすればイイ雀！,じゅねこ,-40.3,4着,,19700,P0116
2026,Bリーグ,レギュラー, 194 ,2026/06/22,21:29:52,おたまーず,おたま♪,53.3,1着,第一試合,33300,P0084
2026,Bリーグ,レギュラー, 194 ,2026/06/22,21:29:52,La vie en Rose,匕首◆,12.1,2着,,32100,P0325
2026,Bリーグ,レギュラー, 194 ,2026/06/22,21:29:52,チートイズ,dia,-19.4,3着,,20600,P0023
2026,Bリーグ,レギュラー, 194 ,2026/06/22,21:29:52,さわやかMJ野郎の会,パイ乙戦士全ツ,-46.0,4着,,14000,P0156
2026,Aリーグ,レギュラー, 195 ,2026/06/22,21:34:26,最強位ズ,ｒｒｒｒｒｒ,57.3,1着,第一試合,37300,P0053
2026,Aリーグ,レギュラー, 195 ,2026/06/22,21:34:26,SSブルーバーズ,おむ,11.3,2着,,31300,P0086
2026,Aリーグ,レギュラー, 195 ,2026/06/22,21:34:26,レッドリボン軍,とと,-23.6,3着,,16400,P0144
2026,Aリーグ,レギュラー, 195 ,2026/06/22,21:34:26,SILVER WOLVES,阿賀寿直,-45.0,4着,,15000,P0228
2026,Aリーグ,レギュラー, 196 ,2026/06/22,21:36:10,MJ東京,J,52.2,1着,第一試合,32200,P0032
2026,Aリーグ,レギュラー, 196 ,2026/06/22,21:36:10,武装,ツナマヨ,9.8,2着,,29800,P0138
2026,Aリーグ,レギュラー, 196 ,2026/06/22,21:36:10,たちこまーず,たちこま,-10.9,3着,,29100,P0134
2026,Aリーグ,レギュラー, 196 ,2026/06/22,21:36:10,MJAC愛好会,教室生 ユウ,-51.1,4着,,8900,P0248
2026,Bリーグ,レギュラー, 197 ,2026/06/22,21:36:59,教室生☆KSC,Redstar,71.5,1着,第一試合,51500,P0051
2026,Bリーグ,レギュラー, 197 ,2026/06/22,21:36:59,Brave Revengers,仇森龍,30.0,2着,,50000,P0245
2026,Bリーグ,レギュラー, 197 ,2026/06/22,21:36:59,他力本願寺,灰鶴,-39.6,3着,,400,P0239
2026,Bリーグ,レギュラー, 197 ,2026/06/22,21:36:59,楽しめばイイ雀,くすだま,-61.9,4着,,-1900,P0098
2026,Bリーグ,レギュラー, 198 ,2026/06/22,21:51:45,Vertice,moka,60.8,1着,第一試合,40800,P0042
2026,Bリーグ,レギュラー, 198 ,2026/06/22,21:51:45,TEAM AJITO,chemi,18.9,2着,,38900,P0022
2026,Bリーグ,レギュラー, 198 ,2026/06/22,21:51:45,Team MJ lovers,ysk,-11.5,3着,,28500,P0065
2026,Bリーグ,レギュラー, 198 ,2026/06/22,21:51:45,IRU,猪突猛進男,-68.2,4着,,-8200,P0299
2026,Bリーグ,レギュラー, 199 ,2026/06/22,22:29:06,Vertice,フィーレン,52.6,1着,第二試合,32600,P0164
2026,Bリーグ,レギュラー, 199 ,2026/06/22,22:29:06,IRU,奥山瞭,9.8,2着,,29800,P0216
2026,Bリーグ,レギュラー, 199 ,2026/06/22,22:29:06,Team MJ lovers,ysk,-15.2,3着,,24800,P0065
2026,Bリーグ,レギュラー, 199 ,2026/06/22,22:29:06,TEAM AJITO,明信,-47.2,4着,,12800,P0315
2026,Bリーグ,レギュラー, 200 ,2026/06/22,22:30:16,おたまーず,鰤トニー,56.9,1着,第二試合,36900,P0326
2026,Bリーグ,レギュラー, 200 ,2026/06/22,22:30:16,La vie en Rose,３１０７,11.1,2着,,31100,P0013
2026,Bリーグ,レギュラー, 200 ,2026/06/22,22:30:16,さわやかMJ野郎の会,★月刃★,-23.9,3着,,16100,P0006
2026,Bリーグ,レギュラー, 200 ,2026/06/22,22:30:16,チートイズ,014のりたま,-44.1,4着,,15900,P0011
2026,Bリーグ,レギュラー, 201 ,2026/06/22,22:32:03,Brave Revengers,nesre,52.2,1着,第二試合,32200,P0047
2026,Bリーグ,レギュラー, 201 ,2026/06/22,22:32:03,他力本願寺,まんまるきや,4.9,2着,,24900,P0191
2026,Bリーグ,レギュラー, 201 ,2026/06/22,22:32:03,教室生☆KSC,悠紀子,-16.6,3着,,23400,P0318
2026,Bリーグ,レギュラー, 201 ,2026/06/22,22:32:03,楽しめばイイ雀,くすだま,-40.5,4着,,19500,P0098
2026,Aリーグ,レギュラー, 202 ,2026/06/22,22:35:33,最強位ズ,まびたん,74.9,1着,第二試合,54900,P0187
2026,Aリーグ,レギュラー, 202 ,2026/06/22,22:35:33,レッドリボン軍,なおすけ,10.3,2着,,30300,P0150
2026,Aリーグ,レギュラー, 202 ,2026/06/22,22:35:33,SILVER WOLVES,まーくん RMU,-16.2,3着,,23800,P0184
2026,Aリーグ,レギュラー, 202 ,2026/06/22,22:35:33,SSブルーバーズ,Hara,-69.0,4着,,-9000,P0029
2026,Aリーグ,レギュラー, 203 ,2026/06/22,22:35:49,MJAC愛好会,亜空間コツボー,55.9,1着,第二試合,35900,P0227
2026,Aリーグ,レギュラー, 203 ,2026/06/22,22:35:49,たちこまーず,よつば@tobi,5.0,2着,,25000,P0211
2026,Aリーグ,レギュラー, 203 ,2026/06/22,22:35:49,MJ東京,aimoni,-18.4,3着,,21600,P0015
